Document,Category
"There's this old SE here. It's got the older-style fans that remind
me of a house-ventilator. A cylindrical drum instead of the bladed rotor
I usually see. Anyway, the SE makes this loud buzzing noise due
to vibration somewheres. If I remove the screws and loosen the front
from the back, it quiets down. I can only assume that the fan housing
from this goofy thing is touching the back of the case and vibrating
against it. 

Anyway, any suggestions for where to get replacement fans and how to
""stealth"" this guy? Your experiences welcome.....
",4
"Is life a pass/fail course, and does God grade on a
curve?
	I'm new here, and only vaguely religious, but I want to
know what some of you people think.  Specifically, are there an
infinite number of Heavens, and a person goes to the one that
he/she deserves?  Or is it simply Heaven or nothing (Hell?)
Also, are we ""graded"" by those around us, or has there always
been some unchanging method?  Is the person's childhood taken
into account?
	I'm sure these must sound like over-simplifications to
most of you, but I figure that you're the experts.

						-Quinn

[Eschatology is an area on which Christians do not agree.  I suspect
that's because our primary source of information is prophets and
visionaries, and their writings tend to be highly symbolic.  However
both Jesus' teachings in the Gospels and books such as the Revelation
to John talk primarily about the difference between eternal life and
eternal death.  On a number of occasions Jesus does say things that
imply some sort of differentiation, e.g. Lk 10:14 and a number of
similar passages where Jesus says things like ""even XXX will be better
off than you in the judgement.""  Also, I Cor 3 talks about someone who
gets into heaven, but by the skin of his teeth, as it were.  But these
passages are not normally interpreted as suggesting separate heavens,
so much as differing levels of prestige or punishment in heaven or
hell (and not all Christians would even go as far as that).  The only
Christian group I know of that believes in multiple heavens is the
Mormons, and they are very far from mainstream Christianity (far
enough that many of our readers would not call them Christian).  Their
ideas in this area involve specific Mormon revelations, in addition
to the Bible and ""Holy Tradition"" of a more generic Christian sort.

Note that many Christians will cringe at the very thought of
associating grading with God.  The whole point of Christ was to free
us from the results of a test that we couldn't possibly pass.  If you
like test analogies, God grades on a very strict and unbending scale,
but he also cheats -- he replaces our test papers with an exam that
was prepared by the teacher, before actually doing the grading.
Because some people end up in heaven and others in hell, it's easy to
see why you'd be inclined to think of it as grading.  While there are
differences among branches of Christianity on details, I think we all
agree that in one way or another, God cheats.

I am personally very sceptical about anyone who claims to know exactly
how far God's cheating extends.  Will he accept people who don't
explicitly acknowledge Christ, but somehow still follow him in their
hearts?  Many Christians believe that this is possible, at least in
principle, but certainly not all do.  Jesus provided us with a clear
description of how to be saved, but it's not clear to me that he
provided an exact description of how he's going to place the dividing
line.  Certainly he made it clear that we can't expect to know whether
other individuals are saved or not.",15
"Hi everyone,

Does anyone know a good way to adjust colourmaps on the
fly (say during an animation) and prevent the current
set of colours from flickering?

Thanks,",5
"
Even if they somehow address this issue it is unlikely to be the only
back door in -- they might even have a few intentionally visible to
distract from the ones that aren't visible.

--
Perry Metzger		pmetzger@shearson.com",11
"I am beginning an e-mail discussion group about cell churches.  If you are
a follower of Jesus Christ and are

  - in a cell church, or
  - in a church that is transitioning to a cell church, or
  - just interested in learning more about cell churches,

send me e-mail.  (I reserve the right to remove anybody from the group who
does not demonstrate a spirit of humility and Christlikeness.)
",15
"We're considering getting a Ford Explorer XLT with 4WD and we have the
following questions (All we would do is go skiing -- no off-roading):

1. With 4WD, do we need the ""performance axle"" - (limited slip axle).
Its purpose is to allow the tires to act independently when the tires
are on different terrain. 

2. Do we need the all-terrain tires (P235/75X15) or will the
all-season (P225/70X15) be good enough for us at Lake Tahoe?


Thanks,


Tom

-- 


===========================================================================

        Tom Shou			Silicon Graphics
	shou@asd.sgi.com		2011 N. Shoreline Blvd. 
	415-390-5362			MS 8U-815 
	415-962-0494 (fax)		Mountain View, CA 94043",7
"
About a month ago there was a photo posted on
alt.binaries.pictures.misc of a 17.5-inch Northern Pike which had been
caught on a lure made of 256K SIMMs.

-- ",12
"Archive-name: space/acronyms
Edition: 8

Acronym List for sci.astro, sci.space, and sci.space.shuttle:
Edition 8, 1992 Dec 7
Last posted: 1992 Aug 27

This list is offered as a reference for translating commonly appearing
acronyms in the space-related newsgroups.  If I forgot or botched your
favorite acronym, please let me know!  Also, if there's an acronym *not*
on this list that confuses you, drop me a line, and if I can figure
it out, I'll add it to the list.

Note that this is intended to be a reference for *frequently seen*
acronyms, and is most emphatically *not* encyclopedic.  If I incorporated
every acronym I ever saw, I'd soon run out of disk space!  :-)

The list will be posted at regular intervals, every 30 days.  All
comments regarding it are welcome; I'm reachable as bradfrd2@ncar.ucar.edu.

Note that this just tells what the acronyms stand for -- you're on your
own for figuring out what they *mean*!  Note also that the total number of
acronyms in use far exceeds what I can list; special-purpose acronyms that
are essentially always explained as they're introduced are omitted.
Further, some acronyms stand for more than one thing; as of Edition 3 of
the list, these acronyms appear on multiple lines, unless they're simply
different ways of referring to the same thing.

Thanks to everybody who's sent suggestions since the first version of
the list, and especially to Garrett A. Wollman (wollman@griffin.uvm.edu),
who is maintaining an independent list, somewhat more verbose in
character than mine, and to Daniel Fischer (dfi@specklec.mpifr-bonn.mpg.de),
who is maintaining a truly HUGE list (535 at last count) of acronyms and
terms, mostly in German (which I read, fortunately).

Special thanks this time to Ken Hollis at NASA, who sent me a copy of NASA
Reference Publication 1059 Revised: _Space Transportation System and
Associated Payloads: Glossary, Acronyms, and Abbreviations_, a truly
mammoth tome -- almost 300 pages of TLAs.

Special Bonus!  At the end of this posting, you will find a perl program
written by none other than Larry Wall, whose purpose is to scramble the
acronym list in an entertaining fashion.  Thanks, Larry!

A&A: Astronomy and Astrophysics
AAO: Anglo-Australian Observatory
AAS: American Astronomical Society
AAS: American Astronautical Society
AAVSO: American Association of Variable Star Observers
ACE: Advanced Composition Explorer
ACRV: Assured Crew Return Vehicle (or) Astronaut Crew Rescue Vehicle
ADFRF: Ames-Dryden Flight Research Facility (was DFRF) (NASA)
AGN: Active Galactic Nucleus
AGU: American Geophysical Union
AIAA: American Institute of Aeronautics and Astronautics
AIPS: Astronomical Image Processing System
AJ: Astronomical Journal
ALEXIS: Array of Low Energy X-ray Imaging Sensors
ALPO: Association of Lunar and Planetary Observers
ALS: Advanced Launch System
ANSI: American National Standards Institute
AOA: Abort Once Around (Shuttle abort plan)
AOCS: Attitude and Orbit Control System
Ap.J: Astrophysical Journal
APM: Attached Pressurized Module (a.k.a. Columbus)
APU: Auxiliary Power Unit
ARC: Ames Research Center (NASA)
ARTEMIS: Advanced Relay TEchnology MISsion
ASA: Astronomical Society of the Atlantic
ASI: Agenzia Spaziale Italiano
ASRM: Advanced Solid Rocket Motor
ATDRS: Advanced Tracking and Data Relay Satellite
ATLAS: Atmospheric Laboratory for Applications and Science
ATM: Amateur Telescope Maker
ATO: Abort To Orbit (Shuttle abort plan)
AU: Astronomical Unit
AURA: Association of Universities for Research in Astronomy
AW&ST: Aviation Week and Space Technology (a.k.a. AvLeak)
AXAF: Advanced X-ray Astrophysics Facility
BATSE: Burst And Transient Source Experiment (on CGRO)
BBXRT: Broad-Band X-Ray Telescope (ASTRO package)
BEM: Bug-Eyed Monster
BH: Black Hole
BIMA: Berkeley Illinois Maryland Array
BNSC: British National Space Centre
BTW: By The Way
C&T: Communications & Tracking
CCAFS: Cape Canaveral Air Force Station
CCD: Charge-Coupled Device
CCDS: Centers for the Commercial Development of Space
CD-ROM: Compact Disk Read-Only Memory
CFA: Center For Astrophysics
CFC: ChloroFluoroCarbon
CFF: Columbus Free Flyer
CFHT: Canada-France-Hawaii Telescope
CGRO: (Arthur Holley) Compton Gamma Ray Observatory (was GRO)
CHARA: Center for High Angular Resolution Astronomy
CIRRIS: Cryogenic InfraRed Radiance Instrument for Shuttle
CIT: Circumstellar Imaging Telescope
CM: Command Module (Apollo spacecraft)
CMCC: Central Mission Control Centre (ESA)
CNES: Centre National d'Etude Spatiales
CNO: Carbon-Nitrogen-Oxygen
CNSR: Comet Nucleus Sample Return
COBE: COsmic Background Explorer
COMPTEL: COMPton TELescope (on CGRO)
COSTAR: Corrective Optics Space Telescope Axial Replacement
CRAF: Comet Rendezvous / Asteroid Flyby
CRRES: Combined Release / Radiation Effects Satellite
CSM: Command and Service Module (Apollo spacecraft)
CSTC: Consolidated Satellite Test Center (USAF)
CTIO: Cerro Tololo Interamerican Observatory
DCX: Delta Clipper eXperimental
DDCU: DC-to-DC Converter Unit
DFRF: Dryden Flight Research Facility (now ADFRF)
DMSP: Defense Meteorological Satellite Program
DOD: Department Of Defense (sometimes DoD)
DOE: Department Of Energy
DOT: Department Of Transportation
DSCS: Defense Satellite Communications System
DSN: Deep Space Network
DSP: Defense Support Program (USAF/NRO)
EAFB: Edwards Air Force Base
ECS: Environmental Control System
EDO: Extended Duration Orbiter
EGRET: Energetic Gamma Ray Experiment Telescope (on CGRO)
EJASA: Electronic Journal of the Astronomical Society of the Atlantic
ELV: Expendable Launch Vehicle
EMU: Extravehicular Mobility Unit
EOS: Earth Observing System
ERS: Earth Resources Satellite (as in ERS-1)
ESA: European Space Agency
ESO: European Southern Observatory
ET: (Shuttle) External Tank
ETLA: Extended Three Letter Acronym
ETR: Eastern Test Range
EUV: Extreme UltraViolet
EUVE: Extreme UltraViolet Explorer
EVA: ExtraVehicular Activity
FAQ: Frequently Asked Questions
FAST: Fast Auroral SnapshoT explorer
FFT: Fast Fourier Transform
FGS: Fine Guidance Sensors (on HST)
FHST: Fixed Head Star Trackers (on HST)
FIR: Far InfraRed
FITS: Flexible Image Transport System
FOC: Faint Object Camera (on HST)
FOS: Faint Object Spectrograph (on HST)
FRR: Flight-Readiness Review
FTP: File Transfer Protocol
FTS: Flight Telerobotic Servicer
FUSE: Far Ultraviolet Spectroscopic Explorer
FWHM: Full Width at Half Maximum
FYI: For Your Information
GAS: Get-Away Special
GBT: Green Bank Telescope
GCVS: General Catalog of Variable Stars
GEM: Giotto Extended Mission
GEO: Geosynchronous Earth Orbit
GDS: Great Dark Spot
GHRS: Goddard High Resolution Spectrograph (on HST)
GIF: Graphics Interchange Format
GLOMR: Global Low-Orbiting Message Relay
GMC: Giant Molecular Cloud
GMRT: Giant Meter-wave Radio Telescope
GMT: Greenwich Mean Time (also called UT)
GOES: Geostationary Orbiting Environmental Satellite
GOX: Gaseous OXygen
GPC: General Purpose Computer
GPS: Global Positioning System
GRO: Gamma Ray Observatory (now CGRO)
GRS: Gamma Ray Spectrometer (on Mars Observer)
GRS: Great Red Spot
GSC: Guide Star Catalog (for HST)
GSFC: Goddard Space Flight Center (NASA)
GTO: Geostationary Transfer Orbit
HAO: High Altitude Observatory
HD: Henry Draper catalog entry
HEAO: High Energy Astronomical Observatory
HeRA: Hermes Robotic Arm
HF: High Frequency
HGA: High Gain Antenna
HLC: Heavy Lift Capability
HLV: Heavy Lift Vehicle
HMC: Halley Multicolor Camera (on Giotto)
HR: Hertzsprung-Russell (diagram)
HRI: High Resolution Imager (on ROSAT)
HSP: High Speed Photometer (on HST)
HST: Hubble Space Telescope
HUT: Hopkins Ultraviolet Telescope (ASTRO package)
HV: High Voltage
IAPPP: International Amateur/Professional Photoelectric Photometry
IAU: International Astronomical Union
IAUC: IAU Circular
ICE: International Cometary Explorer
IDA: International Dark-sky Association
IDL: Interactive Data Language
IGM: InterGalactic Medium
IGY: International Geophysical Year
IMHO: In My Humble Opinion
IOTA: Infrared-Optical Telescope Array
IOTA: International Occultation Timing Association
IPS: Inertial Pointing System
IR: InfraRed
IRAF: Image Reduction and Analysis Facility
IRAS: InfraRed Astronomical Satellite
ISAS: Institute of Space and Astronautical Science (Japan)
ISM: InterStellar Medium
ISO: Infrared Space Observatory
ISO: International Standards Organization
ISPM: International Solar Polar Mission (now Ulysses)
ISY: International Space Year
IUE: International Ultraviolet Explorer
IUS: Inertial Upper Stage
JEM: Japanese Experiment Module (for SSF)
JGR: Journal of Geophysical Research
JILA: Joint Institute for Laboratory Astrophysics
JPL: Jet Propulsion Laboratory
JSC: Johnson Space Center (NASA)
KAO: Kuiper Airborne Observatory
KPNO: Kitt Peak National Observatory
KSC: Kennedy Space Center (NASA)
KTB: Cretaceous-Tertiary Boundary (from German)
LANL: Los Alamos National Laboratory
LaRC: Langley Research Center (NASA)
LDEF: Long Duration Exposure Facility
LEM: Lunar Excursion Module (a.k.a. LM) (Apollo spacecraft)
LEO: Low Earth Orbit
LeRC: Lewis Research Center (NASA)
LEST: Large Earth-based Solar Telescope
LFSA: List of Frequently Seen Acronyms (!)
LGA: Low Gain Antenna
LGM: Little Green Men
LH: Liquid Hydrogen (also LH2 or LHX)
LLNL: Lawrence-Livermore National Laboratory
LM: Lunar Module (a.k.a. LEM) (Apollo spacecraft)
LMC: Large Magellanic Cloud
LN2: Liquid N2 (Nitrogen)
LOX: Liquid OXygen
LRB: Liquid Rocket Booster
LSR: Local Standard of Rest
LTP: Lunar Transient Phenomenon
MB: Manned Base
MCC: Mission Control Center
MECO: Main Engine CutOff
MMH: MonoMethyl Hydrazine
MMT: Multiple Mirror Telescope
MMU: Manned Maneuvering Unit
MNRAS: Monthly Notices of the Royal Astronomical Society
MOC: Mars Observer Camera (on Mars Observer)
MOL: Manned Orbiting Laboratory
MOLA: Mars Observer Laser Altimeter (on Mars Observer)
MOMV: Manned Orbital Maneuvering Vehicle
MOTV: Manned Orbital Transfer Vehicle
MPC: Minor Planets Circular
MRSR: Mars Rover and Sample Return
MRSRM: Mars Rover and Sample Return Mission
MSFC: (George C.) Marshall Space Flight Center (NASA)
MTC: Man Tended Capability
NACA: National Advisory Committee on Aeronautics (became NASA)
NASA: National Aeronautics and Space Administration
NASDA: NAtional Space Development Agency (Japan)
NASM: National Air and Space Museum
NASP: National AeroSpace Plane
NBS: National Bureau of Standards (now NIST)
NDV: NASP Derived Vehicle
NERVA: Nuclear Engine for Rocket Vehicle Application
NGC: New General Catalog
NICMOS: Near Infrared Camera / Multi Object Spectrometer (HST upgrade)
NIMS: Near-Infrared Mapping Spectrometer (on Galileo)
NIR: Near InfraRed
NIST: National Institute for Standards and Technology (was NBS)
NLDP: National Launch Development Program
NOAA: National Oceanic and Atmospheric Administration
NOAO: National Optical Astronomy Observatories
NRAO: National Radio Astronomy Observatory
NRO: National Reconnaissance Office
NS: Neutron Star
NSA: National Security Agency
NSF: National Science Foundation
NSO: National Solar Observatory
NSSDC: National Space Science Data Center
NTR: Nuclear Thermal Rocket(ry)
NTT: New Technology Telescope
OAO: Orbiting Astronomical Observatory
OCST: Office of Commercial Space Transportation
OMB: Office of Management and Budget
OMS: Orbital Maneuvering System
OPF: Orbiter Processing Facility
ORFEUS: Orbiting and Retrievable Far and Extreme Ultraviolet Spectrometer
OSC: Orbital Sciences Corporation
OSCAR: Orbiting Satellite Carrying Amateur Radio
OSSA: Office of Space Science and Applications
OSSE: Oriented Scintillation Spectrometer Experiment (on CGRO)
OTA: Optical Telescope Assembly (on HST)
OTHB: Over The Horizon Backscatter
OTV: Orbital Transfer Vehicle
OV: Orbital Vehicle
PAM: Payload Assist Module
PAM-D: Payload Assist Module, Delta-class
PI: Principal Investigator
PLSS: Portable Life Support System
PM: Pressurized Module
PMC: Permanently Manned Capability
PMIRR: Pressure Modulated InfraRed Radiometer (on Mars Observer)
PMT: PhotoMultiplier Tube
PSF: Point Spread Function
PSR: PulSaR
PV: Photovoltaic
PVO: Pioneer Venus Orbiter
QSO: Quasi-Stellar Object
RCI: Rodent Cage Interface (for SLS mission)
RCS: Reaction Control System
REM: Rat Enclosure Module (for SLS mission)
RF: Radio Frequency
RFI: Radio Frequency Interference
RIACS: Research Institute for Advanced Computer Science
RMS: Remote Manipulator System
RNGC: Revised New General Catalog
ROSAT: ROentgen SATellite
ROUS: Rodents Of Unusual Size (I don't believe they exist)
RSN: Real Soon Now
RTG: Radioisotope Thermoelectric Generator
RTLS: Return To Launch Site (Shuttle abort plan)
SAA: South Atlantic Anomaly
SAGA: Solar Array Gain Augmentation (for HST)
SAMPEX: Solar Anomalous and Magnetospheric Particle EXplorer
SAO: Smithsonian Astrophysical Observatory
SAR: Search And Rescue
SAR: Synthetic Aperture Radar
SARA: Satellite pour Astronomie Radio Amateur
SAREX: Search and Rescue Exercise
SAREX: Shuttle Amateur Radio Experiment
SAS: Space Activity Suit
SAS: Space Adaptation Syndrome
SAT: Synthetic Aperture Telescope
S/C: SpaceCraft
SCA: Shuttle Carrier Aircraft
SCT: Schmidt-Cassegrain Telescope
SDI: Strategic Defense Initiative
SDIO: Strategic Defense Initiative Organization
SEI: Space Exploration Initiative
SEST: Swedish ESO Submillimeter Telescope
SETI: Search for ExtraTerrestrial Intelligence
SID: Sudden Ionospheric Disturbance
SIR: Shuttle Imaging Radar
SIRTF: Space (formerly Shuttle) InfraRed Telescope Facility
SL: SpaceLab
SLAR: Side-Looking Airborne Radar
SLC: Space Launch Complex
SLS: Space(lab) Life Sciences
SMC: Small Magellanic Cloud
SME: Solar Mesosphere Explorer
SMEX: SMall EXplorers
SMM: Solar Maximum Mission
SN: SuperNova (e.g., SN1987A)
SNR: Signal to Noise Ratio
SNR: SuperNova Remnant
SNU: Solar Neutrino Units
SOFIA: Stratospheric Observatory For Infrared Astronomy
SOHO: SOlar Heliospheric Observatory
SPAN: Space Physics and Analysis Network
SPDM: Special Purpose Dextrous Manipulator
SPOT: Systeme Probatoire pour l'Observation de la Terre
SPS: Solar Power Satellite
SRB: Solid Rocket Booster
SRM: Solid Rocket Motor
SSF: Space Station Fred (er, Freedom)
SSI: Solid-State Imager (on Galileo)
SSI: Space Studies Institut
SSME: Space Shuttle Main Engine
SSPF: Space Station Processing Facility
SSRMS: Space Station Remote Manipulator System
SST: Spectroscopic Survey Telescope
SST: SuperSonic Transport
SSTO: Single Stage To Orbit
STIS: Space Telescope Imaging Spectrometer (to replace FOC and GHRS)
STS: Shuttle Transport System (or) Space Transportation System
STScI: Space Telescope Science Institute
SWAS: Submillimeter Wave Astronomy Satellite
SWF: ShortWave Fading
TAL: Transatlantic Abort Landing (Shuttle abort plan)
TAU: Thousand Astronomical Unit (mission)
TCS: Thermal Control System
TDRS: Tracking and Data Relay Satellite
TDRSS: Tracking and Data Relay Satellite System
TES: Thermal Emission Spectrometer (on Mars Observer)
TIROS: Television InfraRed Observation Satellite
TLA: Three Letter Acronym
TOMS: Total Ozone Mapping Spectrometer
TPS: Thermal Protection System
TSS: Tethered Satellite System
UARS: Upper Atmosphere Research Satellite
UBM: Unpressurized Berthing Mechanism
UDMH: Unsymmetrical DiMethyl Hydrazine
UFO: Unidentified Flying Object
UGC: Uppsala General Catalog
UHF: Ultra High Frequency
UIT: Ultraviolet Imaging Telescope (Astro package)
UKST: United Kingdom Schmidt Telescope
USAF: United States Air Force
USMP: United States Microgravity Payload
UT: Universal Time (a.k.a. GMT, UTC, or Zulu Time)
UTC: Coordinated Universal Time (a.k.a. UT)
UV: UltraViolet
UVS: UltraViolet Spectrometer
VAB: Vehicle Assembly Building (formerly Vertical Assembly Building)
VAFB: Vandenberg Air Force Base
VEEGA: Venus-Earth-Earth Gravity Assist (Galileo flight path)
VHF: Very High Frequency
VLA: Very Large Array
VLBA: Very Long Baseline Array
VLBI: Very Long Baseline Interferometry
VLF: Very Low Frequency
VLT: Very Large Telescope
VMS: Vertical Motion Simulator
VOIR: Venus Orbiting Imaging Radar (superseded by VRM)
VPF: Vertical Processing Facility
VRM: Venus Radar Mapper (now called Magellan)
WD: White Dwarf
WFPC: Wide Field / Planetary Camera (on HST)
WFPCII: Replacement for WFPC
WIYN: Wisconsin / Indiana / Yale / NOAO telescope
WSMR: White Sands Missile Range
WTR: Western Test Range
WUPPE: Wisconsin Ultraviolet PhotoPolarimter Experiment (Astro package)
XMM: X-ray Multi Mirror
XUV: eXtreme UltraViolet
YSO: Young Stellar Object


#!/usr/bin/perl
# 'alt', An Acronym Scrambling Program, by Larry Wall

$THRESHOLD = 2;

srand;
while (<>) {
    next unless /^([A-Z]\S+): */;
    $key = $1;
    $acro{$key} = $';
    @words = split(/\W+/,$');
    unshift(@words,$key);
    $off = 0;
    foreach $word (@words) {
        next unless $word =~ /^[A-Z]/;
        *w = $&;
        vec($w{$word}, $off++ % 6, 1) = 1;
    }
}

foreach $letter (A .. Z) {
    *w = $letter;
    @w = keys %w;
    if (@w < $THRESHOLD) {
        @d = `egrep '^$letter' /usr/dict/words`;
        chop @d;
        push(@w, @d);
    }
}

foreach $key (sort keys %acro) {
    $off = 0;
    $acro = $acro{$key};
    $acro =~ s/((([A-Z])[A-Z]*)[a-z]*)/ &pick($3, $2, $1, ++$off) || $& /eg;
    print ""$key: $acro"";
}

sub pick {
    local($letter, $prefix, $oldword, $off) = @_;
    $i = 0;
    if (length($prefix) > 1 && index($key,$prefix) < 0) {
        if ($prefix eq $oldword) {
            $prefix = '';
        }
        else {
            $prefix = $letter;
        }
    }
    if (length($prefix) > 1) {
        local(*w) = substr($prefix,0,1);
        do {
            $word = $w[rand @w];
        } until $word ne $oldword && $word =~ /^$prefix/i || ++$i > 30;
        $word =~ s/^$prefix/$prefix/i;
        $word;
    }
    elsif (length($prefix) == 1) {
        local(*w) = $prefix;
        do {
            $word = $w[rand @w];
        } until $word ne $oldword && vec($w{$word}, $off, 1) || ++$i > 10;
        $word = ""\u\L$word"" if $word =~ tr/a-z/A-Z/;
        $word;
    }
    else {
        local(*w) = substr($oldword,0,1);
        do {
            $word = $w[rand @w];
        } until $word ne $oldword && $word =~ tr/a-z/A-Z/ == 0 || ++$i > 30;
        $word;
    }
}
",14
"            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

I know that this isn't the group for it, but since you brought it up,
does anyone have any idea why they haven't ""bombed"" the Waco cult?    

Just curious.



                                                  .  
                                                 /                
Larry                            __/    _______/_                 
keys@csmes.ncsl.nist.gov       /                  \               
                          _____     __     _____    \------- ===
            ----------- / ____/   /  /   /__  __/              \
         /     ___    /  / ___   /  /      / /    ____          |
        |    /      \/ /__ /  | /  /__  __/ /__ /       \      / 
        /___         \_______/ /_____/ /______/            ====OO
            \       /                           \       /         
                -            1990 2.0 16v           -


       ---------------- FAHRVERGNUGEN FOREVER! --------------------            
            The fact that I need to explain it to you indicates
            that you probably wouldn't understand anyway!",7
"

I would rather be at a higher risk of being killed than actually killed by
                              ^^^^                      ^^^^^^^^
mistake.  Though I do agree with the concept that the type D and E murderers
are a massive waste of space and resources I don't agree with the concept:

	killing is wrong
	if you kill we will punish you
	our punishment will be to kill you.

Seems to be lacking in consistency.
",0
"

    LBL now offers ethernet support also, although presently it is limited
to NE1000/NE2000 style boards.  LBL owners can get an update for $8.50.",12
"
If you force me to do something, am I morally responsible for it?


Well, make up your mind.    Is it to be ""instinctive not to murder""
or not?


It's not even correct.    Animals of the same species do kill
one another.


Sigh.   I wonder how many times we have been round this loop.

I think that instinctive bahaviour has no moral significance.
I am quite prepared to believe that higher animals, such as
primates, have the beginnings of a moral sense, since they seem
to exhibit self-awareness.


So what?     Are you trying to say that some killing in animals
has a moral significance and some does not?   Is this your
natural morality>



Are you blind?   What do you think that this sentence means?

	""There must be the possibility that the organism - it's not 
	just people we are talking about - can consider alternatives.""

What would that imply?


I find the fact that they do to be significant. ",0
"  ( in <1993Apr16.163729.867@batman.bmd.trw.com> )
  ( responding to Dave ""First With Official A.A Nickname"" Fuller )
 
[ ... ]

That means that it is an effective anti-recidivism measure.  It does
not say that it deters an individual from committing a capital crime
in the first place.

The true question is whether the threat of death is likely to actually
stop one from murdering.  (Or commiting treason -- are there any other
capital crimes anywhere in the USA?)  That is, if there were no death
penalty, would its introduction deter a would-be criminal from
committing her/his crime?  I doubt it.

This is only the first step.  Even if it were a strong deterrent
(short of being a complete deterrent) I would reject it.  For what
about the case of the innocent executed?

And even if we could eliminate this possibility, I would reject the
death penalty as immoral. This makes me something of a radical on
the issue, although I think there are many opponents of captial
punishment who agree with me, but who find the innocent executed the
strongest argument to make.

I would, if magically placed in charge, facilitate state-aided suicide
for criminals who have life-sentences.  This could be a replacement
for capital punishment.  Those who don't want to live the rest of
their lives in jail would always have this option.",0
"









So if we subvert one of the two escrow agents, we only have a 40-bit
space to search through...

2^40 doesn't sound that big - is digital telephony subject to a known
plaintext attack?

In which case half the key seems to be all that is needed, and the two
agent escrow arrangement is pointless. 

Of course, the unknown algorithm might turn gaps in speech into 
pseudo-random sequences, or there might be some magic involved, or...",11
"
Very well put.  And, in the case of someone who calls himself a Christian
brother yet continues in his sin (and claims that his sin is not a sin at 
all, but perfectly acceptable), what should be done?  Should Christians 
just ignore a sinful lifestyle in order to not offend the person?  By 
reaffirming that the lifestyle is sinful according to the Bible, are 
they using ""a bullwhip to drive people from Jesus""? 

Frankly, I find the occurance of a homosexual Christian attempting to 
pass himself off as a 'straight' Christian in order to have other 
Christians accept his chastisement better a *lot* more serious than 
people reaffirming that the Bible teaches homosexuality is a sin.  ",19
"Hi!

   I'm looking into buying a serial port switcher, because while my Mac has
two serial ports, I have AppleTalk, a modem, a printer, MIDI, and a sound
digitizer.  (2 != 5, unfortunately.)

   Specifically, I'm looking at the Axion electronic switcher, because it
seems to be fairly cheap.  (About $128 at MacZone.)

   Does anyone know anything about it?  I've heard that with most of these
things you can still only use 2 serial ports at a time, it just prevents you
from physically swapping cables.  Although I've also heard that programs
that use the Comm Toolbox may be able to use as many serial ports as they
want; does anyone know if this is true with the Axion switchbox?

   Finally, if the Axion stinks, or if you're using something else that you
think is good, I'd be interested in hearing about other products.  I would
like to spend under $140, if possible.

   Please reply through mail; I'm not a regular reader of this newsgroup.
If there's interest, I can post a summary of replies.

Thanks a lot!",4
")
)
)>The official and legal term for rape is ""the crime of forcing a FEMALE 
)>to submit to sexual intercourse.""
)
)Please, supply me with some references.  I was not aware that all states
)had the word ""FEMALE"" in the rape statutes.  I am sure others are surprised
)as well.  I know thats how it works in practice (nice-n-fair, NOT!!), but
)was unaware that it was in the statutes as applying to FEMALES only,
)uniformly throughout the U.S.

I agree mostly with Chris.  It is (unfortunately, IMO) true that the *FBI*
figures for rape based on the 'uniform crime report' report only female
rapes. However, some states (such as Illinois) are not tabluated because they
refuse to comply with this sexist definition!",18
"+++
++Once inflated the substance was no longer
++needed since there is nothing to cause the balloon to collapse.
++This inflatable structure could suffer multiple holes with no 
++disastrous deflation.
+
+preasure (and the internal preasure that was needed to maintain
+a spherical shape against this resistance) caused them to
+catastrophically deflated.  The large silvered shards
+
+The billboard should pop like a dime store balloon.

No, you're wrong about this. Give me some time to get my references.

",14
"


Come on!  Most if not all Arabs are sympathetic to the Palestinian war 
against Israel.  That is why the ADL monitors Arab organizations.  That is
the same reason the US monitored communist organizations and Soviet nationals
only a few years ago.  


All of these groups have, in the past, associated with or been a part of anti-
Israel activity or propoganda.  The ADL is simply monitoring them so that if
anything comes up, they won't be caught by surprise.



No, that is why World Trade Center bombings don't happen in Israel (aside from
the fact that there is no world trade center) and why people like Zein Isa (
Palestinian whose American group planned to bow up the Israeli Embassy and 
""kill many Jews."") are caught.  As Mordechai Levy of the JDL said, Paranoid
Jews live longer.



They probably do.",17
,19
": However, unless I
: missed something, the only source they suggested (aside from a hardware RNG)
: that seems available, and unguessable by an intruder, when a Unix is
: fresh-booted, is I/O buffers related to network traffic. I believe my
: solution basically uses that strategy, without requiring me to reach into
: the kernel.

A few more sources are statistics on your filesystems (easily
and quickly obtained) and the output from the ""rusage"" system
call.  

You can also exec a finger to one or more favorite heavily-used
systems, though this can take several seconds.

cf. the source code to RIPEM on ripem.msu.edu.",11
"
Dean, there's an old engineering saying concerning inventions and
wheels.  Contact #0099, he's done several runs of patches, and there is
some patch-making company out there with the artwork already set up and
paid for.
",8
